memory_id,user_id,timestamp,memory_text,category,importance_score,emotional_score,keywords,embedding_vector,source,last_accessed,access_count,expiry_score,context_tags,linked_memories,sentiment,confidence_score
M0984,U120,2026-01-19 14:34:46,User is building an AI memory engine,relationship,4.0,7.2,"AI, learning, career","[-0.0463, 0.7742, -0.7109, -0.3535, 0.3248]",image,2026-01-26 14:34:46,18,0.99,"technology, education","M0552, M0392",positive,0.95
M0985,U052,2024-09-07 14:34:46,User completed a cloud computing project,habit,6.7,8.1,"AI, learning, career","[-0.9454, 0.0347, -0.546, 0.6656, 0.5089]",chatbot,2024-11-26 14:34:46,9,0.9,"technology, education","M0964, M0244",negative,0.96
M0986,U217,2025-06-25 14:34:46,User enjoys studying machine learning,schedule,7.0,5.4,"AI, learning, career","[0.877, -0.3664, 0.7244, -0.7684, -0.6108]",voice,2025-07-17 14:34:46,17,0.85,"technology, education","M0850, M0535",negative,0.99
M0987,U220,2026-05-02 14:34:46,User is building an AI memory engine,emotion,6.2,9.6,"AI, learning, career","[0.2408, 0.4316, 0.1977, -0.9179, 0.8658]",image,2026-06-24 14:34:46,14,0.54,"technology, education","M0801, M0304",neutral,0.81
M0988,U026,2025-05-01 14:34:46,User wants to become an AI engineer,habit,1.3,7.1,"AI, learning, career","[0.2715, 0.7975, -0.134, 0.3279, -0.9891]",document,2025-08-01 14:34:46,0,0.67,"technology, education","M0500, M0533",positive,0.92
M0989,U097,2025-05-21 14:34:46,User wants to become an AI engineer,event,9.8,4.6,"AI, learning, career","[0.9986, -0.8563, 0.5023, -0.168, 0.1155]",voice,2025-08-28 14:34:46,16,0.2,"technology, education","M0255, M0606",negative,0.55
M0990,U007,2024-09-02 14:34:46,User wants to become an AI engineer,skill,2.3,6.6,"AI, learning, career","[0.0878, 0.4567, 0.1168, -0.1925, -0.8597]",document,2024-11-28 14:34:46,17,0.88,"technology, education","M0774, M0325",negative,0.95
M0991,U124,2025-08-23 14:34:46,User wants to become an AI engineer,study,8.8,2.0,"AI, learning, career","[0.531, 0.8917, 0.975, -0.7068, -0.975]",voice,2025-09-24 14:34:46,13,0.1,"technology, education","M0286, M0044",negative,0.83
M0992,U024,2025-08-15 14:34:46,User is building an AI memory engine,habit,1.7,1.9,"AI, learning, career","[0.7372, -0.961, -0.9365, 0.6569, -0.8777]",chatbot,2025-09-21 14:34:46,4,0.72,"technology, education","M0926, M0927",neutral,0.79
M0993,U040,2024-10-30 14:34:46,User completed a cloud computing project,relationship,4.3,8.5,"AI, learning, career","[-0.51, 0.7544, -0.4126, -0.948, -0.6072]",voice,2025-02-19 14:34:46,8,0.89,"technology, education","M0139, M0219",positive,0.88
M0994,U088,2026-02-10 14:34:46,User wants to become an AI engineer,event,6.8,1.4,"AI, learning, career","[-0.351, 0.1164, -0.9924, -0.8434, 0.7265]",chatbot,2026-04-20 14:34:46,6,0.68,"technology, education","M0664, M0543",neutral,0.53
M0995,U023,2026-01-24 14:34:46,User wants to become an AI engineer,study,9.5,1.9,"AI, learning, career","[-0.6368, -0.6122, -0.5499, -0.3449, -0.6667]",voice,2026-02-28 14:34:46,4,0.21,"technology, education","M0447, M0901",negative,0.52
M0996,U170,2024-08-12 14:34:46,User enjoys studying machine learning,skill,6.1,7.5,"AI, learning, career","[0.8717, -0.0221, 0.8044, -0.4403, 0.7625]",voice,2024-10-02 14:34:46,19,0.8,"technology, education","M0537, M0836",neutral,0.88
M0997,U010,2026-01-31 14:34:46,User practices coding daily,schedule,9.2,5.1,"AI, learning, career","[0.5102, 0.8461, 0.4306, -0.5872, 0.7939]",chatbot,2026-03-15 14:34:46,4,0.75,"technology, education","M0289, M0642",negative,1.0
M0998,U162,2024-12-02 14:34:46,User wants to become an AI engineer,relationship,8.4,5.9,"AI, learning, career","[-0.3622, -0.8317, 0.2504, -0.9516, -0.2399]",chatbot,2025-02-14 14:34:46,1,0.41,"technology, education","M0965, M0893",positive,0.71
M0999,U219,2025-12-24 14:34:46,User practices coding daily,habit,2.6,6.2,"AI, learning, career","[-0.2066, 0.1314, 0.1947, 0.5062, -0.6327]",document,2025-12-29 14:34:46,2,0.63,"technology, education","M0201, M0634",neutral,0.96
M1000,U133,2024-07-31 14:34:46,User practices coding daily,study,2.1,3.4,"AI, learning, career","[0.0886, 0.5375, 0.5705, -0.3459, -0.9005]",voice,2024-11-16 14:34:46,11,0.25,"technology, education","M0658, M0043",positive,0.59
M1001,U000,2026-05-23 12:10:47,i am creating an ai memory engine,project,8.0,0.0,,"[-0.0001499569189036265, -0.03709375485777855, -0.10930132120847702, 0.01823328249156475, -0.07161600142717361, -0.001178063452243805, 0.01325718592852354, 0.06063239276409149, -0.026083478704094887, -0.015384931117296219, 0.009301760233938694, -0.016498379409313202, 0.05099830776453018, -0.07224101573228836, -0.05878977105021477, 0.08254566788673401, -0.007420513778924942, 0.045732710510492325, -0.05175633355975151, -0.08747228980064392, 0.09614229202270508, -0.004036080092191696, -0.02704322338104248, -0.03361478075385094, -0.07279116660356522, 0.05255383625626564, 0.038007449358701706, -0.01554877683520317, 0.07706853747367859, -0.08362991362810135, 0.09172369539737701, -0.03616224601864815, 0.006803743541240692, 0.05107716843485832, 0.007536203134804964, 0.03775547444820404, -0.12738381326198578, -0.06802532821893692, 0.00798715092241764, -0.06477268785238266, -0.014785430394113064, 0.015741752460598946, -0.025569969788193703, -0.011858399957418442, 0.10704003274440765, 0.07537509500980377, -0.04693038389086723, 0.019614098593592644, 0.0845402330160141, -0.013413389213383198, -0.09984860569238663, 0.0007574086193926632, -0.0747290775179863, 0.00446624681353569, -0.02206593193113804, 0.04487684741616249, 0.03578542172908783, -0.025920867919921875, -0.08644349128007889, -0.024276206269860268, 0.039468858391046524, -0.025494014844298363, 0.01597711816430092, 0.007558434270322323, 0.015371044166386127, -0.02226732298731804, 0.011334434151649475, 0.05101530998945236, 0.03284407779574394, -0.013978173956274986, -0.01945919543504715, 0.06259674578905106, -0.02461346611380577, 0.03309560939669609, -0.04157412424683571, -0.019038330763578415, -0.02725110948085785, -0.05701788142323494, 0.033481087535619736, -0.0471867173910141, -0.063524529337883, -0.07700245082378387, 0.00466499337926507, 0.002614271128550172, 0.05956638976931572, 0.029572870582342148, 0.1055423766374588, 0.05273577198386192, 0.004737890791147947, 0.013404561206698418, 0.025292199105024338, 0.00031921439222060144, 0.039807043969631195, -0.019856436178088188, 0.09310227632522583, 0.08678954094648361, 0.009355860762298107, -0.08931311964988708, -0.0170049536973238, 0.034303948283195496, 0.01722736842930317, 0.061600398272275925, -0.015743408352136612, -0.022816453129053116, -0.026651984080672264, -0.0013191340258345008, 0.07328528165817261, 0.01320252101868391, -0.042766422033309937, -0.06378668546676636, 0.008658025413751602, 0.030205801129341125, 0.017949122935533524, -0.024079931899905205, 0.07515896111726761, -0.034028444439172745, -0.018415285274386406, 0.030185984447598457, 0.015742044895887375, 0.030948014929890633, 0.025857683271169662, -0.03092973865568638, -0.07735893130302429, 0.07526294887065887, -0.05892682820558548, -0.027352940291166306, -0.06525928527116776, -2.064135570278297e-33, -0.065543532371521, -0.03372097387909889, -0.025963913649320602, 0.06167808175086975, 0.03618227690458298, -0.022373434156179428, -0.004848253447562456, 0.030169714242219925, -0.04703373461961746, -0.015311907045543194, -0.0342739000916481, -0.05775611102581024, -0.06549453735351562, 0.038592223078012466, 0.05173100158572197, -0.09494579583406448, -0.006404651328921318, 0.06426817178726196, 0.06230011582374573, -0.034732040017843246, 0.004590622615069151, -0.031099552288651466, 0.014287872239947319, -0.038090307265520096, 0.041790671646595, 0.020615579560399055, -0.011321325786411762, -0.0722842887043953, 0.020014386624097824, 0.012430960312485695, -0.023986348882317543, -0.013282082043588161, -0.13430839776992798, -0.022195760160684586, 0.032239824533462524, 0.03779633343219757, -0.05911415070295334, -0.02322201244533062, -0.007645078469067812, -0.007857022807002068, -0.0028694875072687864, 0.02941780351102352, -0.00033916934626176953, -0.11182653158903122, -0.0718553364276886, -0.04126637428998947, 0.04944543540477753, -0.02458289824426174, -0.0090865483507514, -0.0004491260042414069, 0.0027824186254292727, -0.012694567441940308, -0.048894766718149185, -0.013953238725662231, 0.03284325823187828, -0.016064859926700592, -0.008154251612722874, 0.005942000076174736, 0.08883107453584671, 0.11027712374925613, -0.01833622343838215, -0.0020821483340114355, -0.01787920482456684, 0.1032627746462822, 0.024325892329216003, 0.04526839405298233, 0.02498815581202507, 0.06122898682951927, 0.0774001032114029, 0.038665641099214554, 0.029776450246572495, -0.07186608016490936, 0.06447436660528183, 0.022039813920855522, -0.0628085657954216, -0.004464866127818823, 0.008458375930786133, -0.09240978211164474, -0.10804110765457153, -0.04615222290158272, -0.01659034751355648, -0.013941350392997265, -0.04570326954126358, -0.01283036544919014, 0.019530203193426132, -0.03378903865814209, 0.013041792437434196, -0.017268022522330284, -0.018321696668863297, 0.03472636640071869, -0.05580805987119675, 0.008240321651101112, 0.030144253745675087, 0.0033861820120364428, -0.12629207968711853, 3.719646850431956e-34, -0.02516159415245056, 0.014190414920449257, -0.025190142914652824, 0.061669085174798965, -0.023586144670844078, -0.0396796278655529, -0.010322333313524723, -0.002217687200754881, -0.01652802713215351, 0.030469432473182678, -0.052878882735967636, 0.007556236814707518, 0.069391168653965, -0.013086083345115185, 0.005521140061318874, -0.02542257495224476, 0.021763257682323456, -0.04692308232188225, -0.0021123806945979595, 0.025505907833576202, -0.0938027948141098, 0.14747260510921478, -0.017959032207727432, -0.03824929893016815, -0.011882437393069267, 0.06511783599853516, -0.06504650413990021, 0.04229709506034851, -0.015190632082521915, 0.01635671593248844, -0.021822063252329826, -0.024102212861180305, -0.05059194192290306, 0.05320906266570091, -0.03071855567395687, -0.005574733950197697, 0.1265435367822647, -0.04560872167348862, 0.017448630183935165, 0.01058114692568779, 0.13108506798744202, 0.01729043945670128, -0.06551932543516159, -0.0091364411637187, -0.0008015153580345213, -0.018357083201408386, -0.06355508416891098, 0.0834488719701767, 0.047835573554039, 0.007353511173278093, -0.04292561113834381, 0.013158058747649193, -0.029719583690166473, -0.08974995464086533, -0.06730034202337265, -0.008619707077741623, 0.07726696133613586, -0.0466407872736454, 0.055634696036577225, -0.012976584956049919, -0.09231162071228027, -0.09433102607727051, 0.02074025571346283, -0.06745351850986481, -0.001284651574678719, -0.032301440834999084, -0.030903097242116928, 0.032272834330797195, -0.04371194541454315, -0.024795496836304665, 0.07371982932090759, 0.052751656621694565, -0.0009697779314592481, 0.0613437183201313, -0.03433629125356674, -0.07585813105106354, 0.0016470944974571466, -0.021227575838565826, 0.03751005604863167, -0.019471464678645134, -0.049123503267765045, 0.021564988419413567, -0.002364615211263299, 0.0927952229976654, -0.04648210480809212, 0.037169963121414185, -0.012707092799246311, -0.006524104159325361, -0.009960121475160122, -0.010860810056328773, -0.08242277055978775, 0.08220165222883224, 0.02276083640754223, 0.017062047496438026, -0.08315519243478775, -1.454955356194887e-08, -0.012532884255051613, -0.07612433284521103, 0.1620398312807083, 0.09848090261220932, 0.01012524776160717, -0.0854685828089714, -0.06720415502786636, 0.03215508908033371, 0.026152413338422775, -0.11329750716686249, 0.11530355364084244, -0.04183564707636833, -0.046747878193855286, 0.040668778121471405, 0.10313666611909866, 0.039195384830236435, 0.03077237494289875, 0.0025515637826174498, 0.006497449707239866, -0.06697055697441101, 0.06644830852746964, 0.013555952347815037, 0.03923250734806061, 0.07314719259738922, 0.08038711547851562, -0.04069311544299126, 0.08220891654491425, 0.028105411678552628, -0.01922159641981125, 0.06382499635219574, 0.015664424747228622, 0.04202204942703247, 0.058314479887485504, 0.0004364373453427106, 0.08854138106107712, 0.07125232368707657, 0.01679162308573723, 0.052468881011009216, -0.026685232296586037, -0.03793739154934883, -0.026712575927376747, 0.08060894161462784, -0.01447401661425829, 0.021864423528313637, 0.08332163840532303, -0.012740932404994965, -0.040279604494571686, -0.11856979131698608, 0.022460980340838432, -0.0017419582000002265, -0.019058886915445328, 0.04750143364071846, 0.07060836255550385, 0.10469468683004379, 0.057634446769952774, 0.013502695597708225, 0.002865696093067527, -0.050046466290950775, 0.018716925755143166, 0.03905414044857025, 0.031703852117061615, 0.07404051721096039, -0.019693078473210335, -0.06632893532514572]",manual,2026-05-23 12:10:47,0,0.0,,,positive,0.0
M1002,U000,2026-05-23 12:46:21,I am an Al/Ml developer,career,9.0,0.0,,"[0.013090779073536396, -0.03793768584728241, 0.0017502892296761274, 0.02741653472185135, -0.03533756360411644, -0.0998990386724472, -0.022529158741235733, 0.017731891945004463, -0.0218957532197237, -0.02490970864892006, -0.05302034318447113, -0.055890873074531555, -0.0036000548861920834, -0.04657597467303276, -0.047508057206869125, 0.10562160611152649, -0.03900134563446045, -0.009623248130083084, -0.03331490606069565, -0.1426306664943695, -0.03938061743974686, 0.03377705439925194, -0.021494997665286064, -0.026898233219981194, 0.0707205981016159, 0.008435860276222229, 0.05325368046760559, 0.012316099368035793, 0.1079784631729126, -0.05461074784398079, -0.033869482576847076, 0.003757589729502797, 0.10030490159988403, -0.005438611842691898, 0.023996802046895027, 0.03708747774362564, -0.021188287064433098, -0.01797090657055378, 0.04988224431872368, 0.03437165170907974, -0.014697877690196037, -0.06402043253183365, -0.004427682608366013, -0.020963814109563828, -0.009620373137295246, -0.06280212104320526, 0.007771713193506002, 0.009824682027101517, 0.014530058950185776, 0.060022711753845215, -0.04661226645112038, -0.08860353380441666, -0.046138159930706024, -0.024050911888480186, -0.02939959615468979, -0.04808531701564789, 0.014598329551517963, 0.040804751217365265, 0.012422030791640282, -0.042020414024591446, 0.022930603474378586, 0.004120349418371916, -0.06225864216685295, 0.06066818907856941, 0.035961247980594635, -0.004126478917896748, -0.035609014332294464, 0.03692890703678131, -0.03461511805653572, -0.07572552561759949, -0.038312699645757675, -0.061758071184158325, -0.04265587776899338, 0.0953575000166893, 0.10159047693014145, 0.02703861892223358, 0.04443482682108879, -0.08212652802467346, 0.07925894856452942, 0.01445108000189066, 0.05408436432480812, 0.03568834811449051, -0.10323141515254974, 0.03738639876246452, -0.03250403702259064, -0.06008904054760933, 0.05765528604388237, 0.15517756342887878, 0.0272150207310915, 0.0021236645989120007, 0.07782120257616043, -0.0003972423728555441, -0.05915398895740509, -0.0016878002788871527, 0.030357303097844124, 0.008128060027956963, 0.028312498703598976, -0.033132296055555344, -0.035956237465143204, 0.06478354334831238, -0.04303443059325218, -0.02711188606917858, -0.05530216172337532, -0.06195494532585144, -0.052727218717336655, 0.06691550463438034, 0.024896398186683655, 0.05695795267820358, -0.02443748340010643, 0.0052519612945616245, -0.012051681987941265, 0.012443178333342075, -0.08284331113100052, -0.020556757226586342, 0.08439954370260239, -0.015441125258803368, -0.05865089222788811, -0.026752781122922897, 0.015963325276970863, 0.0371105819940567, -0.03558018431067467, 0.1247040182352066, -0.051556289196014404, -0.01538222935050726, -0.018100734800100327, -0.032881300896406174, -0.09121327847242355, -4.276338613038077e-33, -0.0010108978021889925, 0.06782771646976471, -0.03334721177816391, 0.05390610173344612, 0.04438718035817146, -0.05345218628644943, 0.037179794162511826, 0.04326325282454491, -0.027109814807772636, -0.016068486496806145, 0.023427516222000122, 0.0661081001162529, -0.00010236287926090881, 0.012862269766628742, 0.024479016661643982, 0.007662207819521427, 0.08140366524457932, -0.04637987166643143, -0.033253300935029984, 0.03471953049302101, -0.05779879167675972, -0.1261163353919983, -0.03514338284730911, 0.004441838711500168, -0.002458325820043683, 0.06776256114244461, 0.037271179258823395, -0.0366358645260334, 0.03692474216222763, 0.021608896553516388, 0.0024810810573399067, 0.03779163584113121, -0.0844983458518982, -0.08332603424787521, -0.013906795531511307, 0.047197796404361725, -0.07530411332845688, -0.07583490014076233, 0.04264537990093231, 0.015676261857151985, -0.09207315742969513, 0.06438411772251129, 0.10235214233398438, -0.04572499543428421, 0.06352519989013672, 0.035757023841142654, 0.004771824460476637, -0.032306745648384094, 0.007157203275710344, -0.0011721061309799552, -0.03847001865506172, -0.02518734522163868, 0.005992376711219549, 0.004157037474215031, -0.013973431661725044, -0.008762138895690441, 0.0004862243076786399, -0.018106652423739433, 0.012975630350410938, 0.12017954885959625, -0.10377433151006699, 0.043322380632162094, -0.040139827877283096, 0.08264361321926117, -0.10874226689338684, 0.021879691630601883, 0.0026088280137628317, 0.04357682913541794, 0.13053357601165771, -0.031728651374578476, -0.038859862834215164, -0.0035485613625496626, 0.09490642696619034, -0.01426978874951601, -0.09430594742298126, 0.0009828624315559864, -0.024989435449242592, 0.0016672067577019334, 0.01589416153728962, 0.043322451412677765, 0.0245918370783329, 0.059475865215063095, 0.00825581606477499, -0.049105457961559296, 0.03452889993786812, -0.0017148752231150866, -0.007852018810808659, 0.037656161934137344, -0.01274721696972847, 0.061842989176511765, -0.06608916074037552, 0.06273048371076584, -0.035370953381061554, 0.015907466411590576, -0.006765356287360191, 1.636282809885847e-33, -0.07678388804197311, 0.0022703136783093214, -0.024317732080817223, 0.0062922025099396706, 0.05586741119623184, 0.019141927361488342, 0.020890776067972183, 0.050032246857881546, 0.00421650055795908, 0.09722454100847244, 0.006817065179347992, 0.003955739084631205, -0.0588274784386158, 0.017331164330244064, -0.04657336324453354, -0.04806777834892273, -0.03983954340219498, -0.07685353606939316, 0.012423302978277206, -0.060398224741220474, -0.0597405731678009, 0.13518428802490234, -0.039509594440460205, -0.002074534073472023, 0.07911346107721329, -0.0018553559202700853, -0.04812862351536751, 0.04903033748269081, 0.004879741929471493, 0.03257684409618378, 0.02199922315776348, -0.002726210979744792, -0.07002031058073044, -0.0073024192824959755, -0.007028014864772558, -0.018997371196746826, 0.039554670453071594, -0.03289728984236717, 0.038271624594926834, 0.024063289165496826, 0.07302162051200867, -0.014267709106206894, 0.019445359706878662, -0.12279204279184341, 0.009884330444037914, 0.015824325382709503, 0.08124412596225739, -0.06242966279387474, 0.05362684279680252, -0.10323788225650787, -0.006259421817958355, 0.07816112041473389, -0.017009543254971504, -0.05866542458534241, 0.006370576564222574, 0.049317847937345505, 0.07334039360284805, -0.08036713302135468, -0.032782189548015594, -0.018119433894753456, -0.03222503140568733, 0.022734960541129112, 0.11997172236442566, 0.05210474506020546, -0.03909195959568024, -0.03326493129134178, 0.026976805180311203, 0.05665073171257973, -0.07938212156295776, 0.0046903411857783794, 0.04011397436261177, 0.06423547863960266, -0.002331577939912677, -0.03240063413977623, -0.08269038796424866, -0.06779931485652924, -0.02878674678504467, -0.012079043313860893, -0.03881949931383133, -0.023037003353238106, 0.024472538381814957, -0.044930312782526016, 0.02350422739982605, 0.0848119705915451, 0.007015358190983534, 0.018178790807724, 0.054153162986040115, -0.0318947397172451, -0.043772537261247635, -0.05898752063512802, -0.11132201552391052, 0.011126161552965641, -0.023605866357684135, -0.04184816777706146, -0.0436541922390461, -1.6517192946707837e-08, -0.04818493127822876, -0.008973758667707443, 0.07940718531608582, 2.6628495106706396e-06, -0.03192403167486191, 0.08078756928443909, -0.10859925299882889, 0.036377206444740295, 0.03634098172187805, 0.009797414764761925, 0.025922367349267006, -0.09984927624464035, -0.09085289388895035, 0.07963065057992935, 0.12215579301118851, 0.040772777050733566, 0.051661763340234756, 0.015915367752313614, -0.01896127127110958, -0.10809089243412018, 0.061047445982694626, 0.040442582219839096, 0.02831505425274372, -0.013981505297124386, 0.004926302935928106, 0.007081682328134775, 0.03474835306406021, 0.052642371505498886, -0.062283147126436234, 0.026841726154088974, -0.02764006517827511, 0.042406320571899414, 0.029525119811296463, -0.032426510006189346, 0.06973501294851303, -0.02597491256892681, 0.049715835601091385, 0.01186040136963129, -0.027642561122775078, 0.08403662592172623, -0.06365347653627396, 0.04152636229991913, 0.04350302368402481, 0.025302691385149956, 0.0204384196549654, -0.0053065624088048935, -0.016029097139835358, -0.07077142596244812, 0.02761235274374485, -0.024111604318022728, 0.09625367075204849, -0.025904187932610512, 0.06443818658590317, -0.01140010915696621, 0.042265601456165314, 0.008963190019130707, -0.03395006060600281, -0.04124205932021141, -0.07496634870767593, -0.006190670654177666, 0.06305576115846634, -0.036902014166116714, 0.04685015231370926, -0.026178879663348198]",manual,2026-05-23 12:46:21,0,0.0,,,positive,0.0
